id,name,kind,region,lat,lon,pos_src,address,alol,char,ckind,colour,group,period,phases,phases_src,flash_s,sectored,sectors_text,lum_nm,geo_nm,iala_nm,reach_nm,intensity_cd,elev_m,optic,optic_order,optic_evidence,optic_make,optic_model,optic_type,optic_size,rpm,panels,panels_total,panels_note,led,solar,ais,dgps,racon,navtex,vts,tower_type,tower_h_m,tower_colour,tower_year,established,visit,tourism,museum,record,ledger_url,page_url,rowlett,arlhs,wikidata,photo,transcribed,no_ledger,ledger_issues,equip_years,equip_since,tenders,photo_credit
alang-lighthouse,Alang Lighthouse,lighthouse,Jamnagar,21.40333,72.185,DGLL ledger,"Alang Lighthouse, P.O: Alang Shipbreaking Yard, Via:Trapaj; Distt: Bhavnagar (Gujarat) Pin – 364081",F 0446,Fl W 3 Sec. (0.42+2.58=3 Sec.),Fl,W,1,3,"[0.42, 2.58]",ledger,0.42,False,,20,17.6,20.5,17.6,136916,39,revolving,,Type: revolving; Pedestal: Mercury float; Rotation Device: Stepper motor; R.P.M. 5,BBT-France,,revolving,250mm,5,,,,False,True,False,False,C,,False,Hexagonal masonry tower,24,Black and White bands,1965,1965,closed,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj16.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/alang-lighthouse,"1965. Active; focal plane 36 m (118 ft); white flash every 3 s. 24 m (79 ft) hexagonal cylindrical masonry tower with lantern and gallery, painted with horizontal black and white bands. Allott Christian has a 2019 photo, Shreyesh Abhavani has a 2023 photo, and Google has a satellite view. Alang is the site of a huge shipbreaking yard, where obsolete ships are scrapped. Located on the southwestern shore of the Gulf of Khambhat, about 13 km (8 mi) southwest of Alang. Site open, tower closed. Operator: DGLL. ARLHS IND-123; Admiralty F0446; NGA 28188.",IND-123,,https://www.dgll.nic.in/sites/default/files/2022-11/J-15.jpg,True,,"[""Illuminant listed as 'Cluster 150W/230V M.H Lamp' but Main listed as '230V/70W Metal Halide Lamp'"", ""No. of lens given as '-'""]","{""racon"": 2004}","{""racon"": {""year"": 2004, ""src"": ""ledger""}}",[1982],DGLL
gopnath-lighthouse-dgps-station,Gopnath Lighthouse & Dgps Station,lighthouse,Jamnagar,21.20333,72.11,DGLL ledger,"Assistant Engineer (E ) Gopnath Lighthouse&, DGPS station P.O. Ralia, Via- Pithalpur, Dist. Bhavnagar (Gujarat). Pin – 364 135.",F 0444,Fl (3) W 20sec (0.3+3.7)2+0.3+11.7=20Sec,Fl,W,3,20,"[0.3, 3.7, 0.3, 3.7, 0.3, 11.7]",ledger,0.3,False,,18,17.9,20.2,17.9,123258,41,revolving,4,300 mm (4th order) revolving type; stepper motor direct drive; R.P.M. 3,J. Stone & company Calcutta,,revolving type,300 mm (4th order) revolving type,3,,,,True,True,False,True,G,,False,6.71 M Square masonry tower,30.48,Red and White bands,1975,1879,grounds,True,True,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj18.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/gopnath-lighthouse-dgps-station,"1975 (station established 1879). Active; focal plane 44 m (144 ft); three white flashes every 20 s. 30 m (98 ft) square cylindrical masonry tower with lantern and gallery, painted with horizontal red and white bands (the rear of the tower is all white). Rahul Kambad's 2023 photo is at right, Sohil Sarkazi has a 2010 photo, Wikimedia has a view, and Google has a 2023 street view and a satellite view. In 2021 a 3-story building was built around the tower and opened as a maritime museum; Vijay Parmar's 2021 photo shows the building under construction and Kambad's 2023 photo at right shows it completed. The new lighthouse is 500 m (0.4 mi) north of the old one. There are beach resorts in the vic",IND-135,,https://www.dgll.nic.in/sites/default/files/2022-11/J-17.jpg,True,,"[""Ledger header reads 'East Island Lighthouse and DGPS Station' but postal address is Gopnath Lighthouse & DGPS station"", ""NAIS marked NA but Base Station lists 'R-40 02 Nos' and a NAIS PSS inverter is listed"", ""Station named DGPS station but ledger has no DGPS section""]","{""racon"": 2004}","{""racon"": {""year"": 2004, ""src"": ""ledger""}, ""dgps"": {""year"": 2003, ""src"": ""network""}}",[],DGLL
jhanjhmer-lighthouse,Jhanjhmer Lighthouse,lighthouse,Jamnagar,21.18,72.06167,DGLL ledger,,0442,Fl(1)W10 Sec. (1+9=10 Sec),Fl,W,1,10,"[1.0, 9.0]",ledger,1,False,,16,18.6,15.8,16,20000,45,flasher,,"Sealite make SL155 LED lantern on G.I. pedestal; Rotation Device '--', R.P.M. '--'",Sealite,SL155 LED (Ever on),,,,,,,True,True,False,False,,,False,Masonary square room with RCC slab.,4.7,White,1970,1870,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj17.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/jhanjhmer-lighthouse,"1970 (station established 1870). Active; focal plane 45 m (148 ft); white flash every 10 s. 9 m (30 ft) square masonry tower with lantern and gallery. Lighthouse painted white with red trim; lantern dome painted red. Chetan Raval has a 2018 closeup photo and Google has a satellite view. The original light was a small lantern atop a fort built by the prince of Bhavnagar; the present lighthouse stands on the ruins of the same fort. Located on a bluff about 8 km (5 mi) southwest of the Gopnath Point lighthouse. Site open, tower closed. Operator: DGLL. ARLHS IND-140; Admiralty F0442; NGA 28196.",IND-140,,https://www.dgll.nic.in/sites/default/files/2022-11/J-16.jpg,True,,"[""Name printed 'ZHANJHMER Lighthouse' (postal address 'Zanzmer')"", ""ALOL printed '0442' without letter prefix""]",{},{},[2020],DGLL
mangrol-lighthouse,Mangrol Lighthouse,lighthouse,Jamnagar,21.105,70.10333,DGLL ledger,"The Lighthouse In-Charge Mangrol lighthouse, Bander Road, P.O. – Mangrol, Dist-Junagadh, Pin-362226",F 0406,FL 2 (W) every (0.5+2+0.5+17=20s) 20Sec.,Fl,W,2,20,"[0.5, 2.0, 0.5, 17.0]",ledger,0.5,False,,18,17.3,,17.3,,37.335,revolving,,Rotation Device: Stepper motor; R.P.M. 1.5,Mediterraneo Senales Maritimas (MSM),,MBR-300,,1.5,4,,,True,True,True,False,,,False,Hexagonal Concrete Tower,35,Red and White bands.,1985,1877,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj6.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/mangrol-lighthouse,"1985 (station established 1877). Active; focal plane 37 m (121 ft); two white flashes every 20 s. 35 m (115 ft) hexagonal concrete tower with lantern and gallery, painted with horizontal red and white bands. The lighthouse also has an observation room at the watch room level, plus a control center encircling the middle of the tower. Lighthouse painted with horizontal red and white bands. A 2009 photo and a closeup photo (2/3 the way down the page) are available and Google has a satellite view. The original light was on a mast; it was moved in 1980 atop the port administration building. Located about 300 m from the beach and 500 m (0.3 mi) east of the waterfront in Mangrol. Site open, tower c",IND-147,,https://www.dgll.nic.in/sites/default/files/2022-11/J-6.jpg,True,,"[""Effective beam intensity not stated ('----')""]",{},"{""ais"": {""year"": 2012, ""src"": ""network""}}",[],DGLL
hazira-lighthouse-and-dgps-station,Hazira Lighthouse And D.G.P.S Station,lighthouse,Mumbai,21.09217,72.6425,DGLL ledger,,F 0476,"Fl (3)W 15 Sec. (fl. 0.4, ec. 2.10)(fl. 0.4,ec.2.10) (fl 0.4, ec. 9.60)",Fl,W,3,15,"[0.4, 2.1, 0.4, 2.1, 0.4, 9.6]",ledger,0.4,False,,24,17.6,18.9,17.6,72054,39,revolving,4,Type: Revolving; Rotation Device: Dual Stepper Motor 40 Kgcm; R.P.M. 2,B.B.T,,Revolving,250 mm,2,6,,,True,True,True,True,K,,False,Circular Stone Masonry Tower,25,White,1966,1836,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm2.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/hazira-lighthouse-and-dgps-station,"1966 (station established 1836). Active; focal plane 39 m (118 ft); three white flashes every 15 s. 25 m (82 ft) round masonry tower with lantern and gallery. Lighthouse painted white; lantern roof painted red. Rahul Sharma has a 2022 photo, Shishir Desai has a 2016 photo, Manish Choudhary has a 2020 photo, and Google has a satellite view. Hazira, at the southern entrance to the Gulf of Khambhat, was one of the first British light stations in India; the 20 m (66 ft) round stone tower completed in 1836 was replaced by a 27 m (90 ft) round brick tower in 1867. Today Hazira is being developed as a major port facility to relieve pressure on the overcrowded piers of Mumbai. Located on a promontor",IND-136,,https://www.dgll.nic.in/sites/default/files/2022-11/Hazira_Lighthouse.png,True,,"[""No. of lens given as '6 (2 Tier of 3 Panels each of 60°)'"", ""RACON Sr. No. 'ALORS 78980' is identical to the one printed in the Aguada ledger""]","{""racon"": 2005, ""ais"": 2020}","{""racon"": {""year"": 2005, ""src"": ""ledger""}, ""ais"": {""year"": 2020, ""src"": ""ledger""}, ""dgps"": {""year"": 2003, ""src"": ""network""}}","[1975, 1739]",DGLL
jegri-island-lighthouse,Jegri island Lighthouse,lighthouse,Jamnagar,21.04,71.80333,DGLL ledger,,F 0438,Fl(2)W20 Sec. (0.3+3.7+0.3+15.7=20 Sec),Fl,W,2,20,"[0.3, 3.7, 0.3, 15.7]",ledger,0.3,False,,27,20.3,22.7,20.3,334480,57,revolving,,Type: Revolaving; Rotation Device: Stepper Motor; R.P.M. 1.5,Stone Chance,,Revolaving,375mm,1.5,4,,,False,True,False,False,G,,False,Square Masonery,29,Black and White Bands,1960,1871,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj15.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/jegri-island-lighthouse,"1960 (station established 1871). Active; focal plane 57 m (187 ft); two white flashes every 20 s. 30 m (98 ft) square cylindrical masonry tower with lantern and gallery, painted with horizontal black and white bands. A closeup photo and a 2021 photo are available, Amit Sorathiya has a 2014 photo, Bhavin Patel has a view from the beach, and Google has a satellite view. The original light was mounted on the keeper's house. Jegri is a small island just off the coast at Mahuva, linked to the mainland by a bridge. Located on a high bluff at the south point of the island; accessible by road. Site open, tower closed. Operator: DGLL. ARLHS IND-139; Admiralty F0438; NGA 28200.",IND-139,,https://www.dgll.nic.in/sites/default/files/2022-11/J-14.jpg,True,,"[""Name printed as 'JEGARI LIGHTHOUSE' in header; postal address says 'Jegri Lighthouse'"", ""Duration of Flash given as 1.86 Sec but characteristic sequence gives 0.3 s flashes"", ""Effective beam intensity printed with irregular grouping '33,4,480 Candela'; read as 334480"", ""RACON heading says '- NA-' but a Tide Land Sea Beacon System 6, code G, X & S band, Oct-2005 is listed (identical to Dwarka ledger entry)"", ""NAIS lists only base station 'PSS Dwarka' with no model/MMSI""]","{""racon"": 2005}","{""racon"": {""year"": 2005, ""src"": ""ledger""}}",[],DGLL
wasi-borsi-lighthouse,Wasi Borsi Lighthouse,lighthouse,Mumbai,20.93433,72.76183,DGLL ledger,"Navigational Assistant, WasiBorsi Lighthouse, P.O. BorsiMachhiwad, via Maroli,Distt. Navsari, Gujarat PIN – 396 436.",F 0478,"fl W 7 Sec. (fl 0.54, ec 6.46)",Fl,W,1,7,"[0.54, 6.46]",ledger,0.54,False,,17,17.1,18.6,17,64430,36,revolving,5,Type: revolving type; Rotation Device: Dual Stepper Motor; R.P.M. 2.14 (one revolution in 28 sec.),B.B.T.,,revolving type,187.5 mm,2.14,4,,,False,True,False,False,,,False,Square open frame R.C.C. Tower,34,Red & White bands,1982,1965,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm3.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/wasi-borsi-lighthouse,"1982 (station established 1965). Active; focal plane 36 m (118 ft); white flash every 7 s. 34 m (112 ft) square cylindrical concrete tower with lantern and double gallery, painted with horizontal red and white bands. The design of the present lighthouse is unusual; the light is supported by four square concrete pillars, with the stairway exposed between them. Bhushan Parab has a 2018 photo, Emil Roshal has a 2021 closeup, and Google has a 2022 street view and a satellite view as well as a distant street view from the nearby beach. The first lighthouse was a skeletal tower. Located at the south end of a barrier island about 25 km (15 mi) west of Navsari. Accessible by road. Site open, tower c",IND-167,,https://www.dgll.nic.in/sites/default/files/2022-11/Wasi_Borsi_Lighthouse.png,True,,[],{},{},"[2544, 1739]",DGLL
veraval-lighthouse,Veraval Lighthouse,lighthouse,Jamnagar,20.91,70.35333,DGLL ledger,"Veraval Lighthouse & RCS Station, Rajendra Bhavan Road, P.O. Veraval, Dist. Gir – Somnath, Pin- 362265",F 0410,F l W15 Sec. (10+5=15 Sec),Fl,W,1,15,"[10.0, 5.0]",ledger,10,False,,15,16.6,15.9,15,20902,33,flasher,,Size: 1000 mm drum optic; Pedestal: Fixed Large Size; Rotation Device: N/A; R.P.M.: N/A,BBT France,,1000 mm drum optic with catadioptric,1000 mm,,,,,True,True,True,False,K,"{""id_518"": ""H"", ""id_490"": ""P""}",False,Square Masonry Tower with Semi Circular Front,34,Black and White bands - 5 Nos.,1965,1865,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj7.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/veraval-lighthouse,"1965 (station established 1865). Active; focal plane 33 m (108 ft); white light occulting once every 15 s. 30 m (98 ft) cylindrical concrete tower, D-shaped in cross section, with lantern and gallery, rising from a 1-story control center. Lighthouse painted with horizontal black and white bands. Ram Vadher's 2022 photo is at right, Ravi Bhagat has a photo, a 2010 photo and another view are available, Lightphotos.net has a closeup photo, and Google has a satellite view. The two-tier lantern carries powerful lights in both Fresnel lenses. Veraval is one of the most important ports for the fishing fleets of Gujarat, so this light station has always been an important one. In 2021 the name of Ver",IND-166,Q135512476,https://www.dgll.nic.in/sites/default/files/2022-11/J-7.jpg,True,,"[""Characteristic 'Fl W 15 Sec (10+5=15 Sec)' with Duration of Flash 10 Sec - light longer than eclipse, inconsistent with a flashing light"", ""Tower height 34 M exceeds stated elevation 33 M"", ""NAIS section has date and router/antenna but no base station model or MMSI""]","{""racon"": 2016, ""ais"": 2012}","{""navtex"": {""year"": 2015, ""src"": ""network""}, ""racon"": {""year"": 2016, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""ledger""}}",[],DGLL
savaibet-lighthouse,Savaibet Lighthouse,lighthouse,Jamnagar,20.90333,71.525,DGLL ledger,"Station Incharge,Savaibet Lighthouse, P.O. Shiyalbet, Via-Rajula, Dist. Amreli., Pin-364 560",F 0436,Fl (4)W 30 sec.[(0.3+4.7)3+0.3 +14.7=30 sec.),Fl,W,4,30,"[0.3, 4.7, 0.3, 4.7, 0.3, 4.7, 0.3, 14.7]",ledger,0.3,False,,22.6,18.6,,18.6,,45,revolving,,Type: Revolving; Rotation Device: Stepper motor; R.P.M. 2,BBT,,Revolving,250mm,2,4,,,True,True,False,False,M,,False,Square stone masonry tower,27,Red and white bands,1967,1967,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj13.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/savaibet-lighthouse,"1967. Active; focal plane 45 m (148 ft); four white flashes every 30 s. 27 m (89 ft) square cylindrical masonry tower with lantern and gallery, painted with horizontal red and white bands. Abhishek Srivastava's 2020 photo is at the top of this page, Jeetesh Muchhadia has a photo, Rizvan Khan has a more distant view, and Google has a satellite view. Savaibet is a small island separated from the larger island of Shialbet by a narrow channel at high tide. Located about 25 km (15 mi) east of Jafarabad. Accessible only by boat. Site and tower closed. Operator: DGLL. ARLHS IND-164; Admiralty F0436; NGA 28204.",IND-164,,https://www.dgll.nic.in/sites/default/files/2022-11/J-12.jpg,True,,"[""Effective beam intensity left blank"", ""No RACON section, but a Racon 12V/100Ah battery is listed"", ""Characteristic bracket unbalanced as printed""]",{},"{""racon"": {""year"": 2004, ""src"": ""network""}}",[],DGLL
bhirbhanjan-lighthouse,Bhirbhanjan Lighthouse,lighthouse,Jamnagar,20.89833,70.38333,DGLL ledger,,F 0412,Fl R 10 Sec. (0.5+9.5=10 Sec),Fl,R,1,10,"[0.5, 9.5]",ledger,0.5,False,,9,10.9,,9,,9,flasher,,Rotation Device: N/A; R.P.M.: N/A; Illuminant: LED Light; Pedestal: M.S. Angle Iron,ANA,,,,,,,,True,True,False,False,,,False,"White Square Masonry Tower, Red bands",6,Red and White band,1936,1936,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj8.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/bhirbhanjan-lighthouse,"1936. Active; focal plane 9 m (30 ft); red flash every 10 s. 6 m (20 ft) square cylindrical brick tower, painted red with a white horizontal band. Google has a 2016 street view and a closeup 2023 street view. The small tower is centered in a Google satellite view. Located on the beach 3 km (1.8 mi) east of the Veraval lighthouse. Site open, tower closed. Operator: DGLL. ARLHS IND-168; Admiralty F0412; NGA 28276.",IND-168,,https://www.dgll.nic.in/sites/default/files/2022-11/J-8.jpg,True,,"[""Effective beam intensity given as 'Flashing Light' instead of a candela value"", ""Name printed 'Bhidbhanjan' while slug is 'bhirbhanjan'""]",{},{},[],DGLL
jafrabad-lighthouse,Jafrabad Lighthouse,lighthouse,Jamnagar,20.85667,71.38167,DGLL ledger,"Station Incharge Jafrabad Lighthouse, P.O Jafrabad, Dist. Amreli, Pin – 364 540",F 0432,Fl W 10 Sec. (0.3 + 9.7 = 10 Sec.),Fl,W,1,10,"[0.3, 9.7]",ledger,0.3,False,,16,18.2,20.7,16,152000,43,revolving,,Type: revolving; Rotation Device: Stepper motor; R.P.M. 2,BBT-France,,revolving,250mm,2,,,,False,True,False,False,,,False,White round masonry tower,,White,2022,1865,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj12.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/jafrabad-lighthouse,"2022 (station established 1865). Active; focal plane 56 m (184 ft); white flash every 10 s. 45 m (148 ft) round cylindrical white concrete tower with observation room and a lower gallery; lantern roof painted red. Abhishek Srivastava's 2022 photo is at the top of this page, Tirth Thakar has a 2022 photo of the two lighthouses, and Google has a 2024 street view and a satellite view. Located behind the historic lighthouse. Site open, tower closed. Operator: DGLL. ARLHS IND-137; Admiralty F0432; NGA 28208.",IND-137,,https://www.dgll.nic.in/sites/default/files/2022-11/J-11.jpg,True,,"[""Tower height left blank ('M')"", ""Intensity printed as '1,52000 Candela' (irregular digit grouping), read as 152000"", ""Generator: DG Set 15 KVA but alternator row says Qty 12, 40 KVA""]",{},{},[],DGLL
kanai-creek-lighthouse,Kanai Creek Lighthouse,lighthouse,Mumbai,20.81167,72.82833,DGLL ledger,,F 0479,"fl (2) W 20 Sec. (fl 0.5, ec 3,fl 0.5, ec 16)",Fl,W,2,20,"[0.5, 3.0, 0.5, 16.0]",ledger,0.5,False,,17,16.7,17.5,16.7,41600,34,revolving,,Type: WM-RB 500 Marine Rotating Beacon; Rotation Device 2 Nos. 12V DC Stepper Motors; R.P.M. 1.5,Wealth Marine Pvt. Ltd. Singapore,,WM – RB 500 Marine Rotating Beacon,200 MM,1.5,6,,,True,True,True,False,,,False,Circular concrete Tower,30,Black & White bands (3 black & 2 white),1983,1983,open,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm4.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/kanai-creek-lighthouse,"1983. Active; focal plane 34 m (112 ft); two white flashes every 20 s. 30 m (98 ft) round concrete tower with lantern and gallery painted with black and whitee horizontal bands. Satchidananda Arya has a 2023 photo and Google has a foggy street view and a satellite view. Located north of the mouth of Kanai Creek. Site open, tower open in late afternoons. Operator: DGLL. ARLHS IND-143; Admiralty F0479; NGA 28112.",IND-143,,https://www.dgll.nic.in/sites/default/files/2022-11/Kanai_Creek_Lighthouse.png,True,,"[""6 lens panels equally spaced at 1.5 RPM does not obviously produce Fl(2) every 20 s""]",{},"{""ais"": {""year"": 2012, ""src"": ""network""}}",[2544],DGLL
saiyad-rajpara-lighthouse,Saiyad Rajpara Lighthouse,lighthouse,Jamnagar,20.79167,71.205,DGLL ledger,,F 0430-6,Fl (W) 5Sec. (1 + 4 = 5Sec),Fl,W,1,5,"[1.0, 4.0]",ledger,1,False,,12,14.8,,12,,24,,,Optical equipment section left blank,,,,,,,,,False,False,False,False,,,False,Stone column and hut,5,White,2003,1901,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj11.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/saiyad-rajpara-lighthouse,"2003 (station established 1901). Active; focal plane 34 m (112 ft); white flash every 10 s. 30 m (98 ft) square skeletal tower, painted with red and white horizontal bands. This tower replaced a concrete post mounted on a 1-story square concrete equipment room; this small beacon may survive. A very distant view is available and Google has a satellite view and a distant street view. The red and white concrete tower shown on the DGLL page is the Diu Head lighthouse placed here in error. The original light was mounted on the old Portuguese fort of Simar, nearby. Located on the waterfront in Simar, a small fishing port 12 km (7.5 mi) southeast of Una. Site open, tower closed. Operator: DGLL. ARL",IND-165,,,True,,"[""Optical equipment and effective beam intensity sections are blank"", ""NAIS section lists VHF & GPS antenna and CISCO Router 2900 but no AIS base station details""]",{},{},[617],
simar-lighthouse,Simar Lighthouse,lighthouse,Jamnagar,20.775,71.15,DGLL ledger,,F 0430,Fl (W) 10Sec. (1 + 9 = 10Sec),Fl,W,1,10,"[1.0, 9.0]",ledger,1,False,,12,16.7,,12,,34,,,,,,,,,,,,False,False,False,False,,,False,"Frame work tower, Red and White bands",30,Red and White,2003,1901,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj10.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/simar-lighthouse,"2003 (station established 1901). Active; focal plane 34 m (112 ft); white flash every 10 s. 30 m (98 ft) square skeletal tower, painted with red and white horizontal bands. This tower replaced a concrete post mounted on a 1-story square concrete equipment room; this small beacon may survive. A very distant view is available and Google has a satellite view and a distant street view. The red and white concrete tower shown on the DGLL page is the Diu Head lighthouse placed here in error. The original light was mounted on the old Portuguese fort of Simar, nearby. Located on the waterfront in Simar, a small fishing port 12 km (7.5 mi) southeast of Una. Site open, tower closed. Operator: DGLL. ARL",IND-165,,https://www.dgll.nic.in/sites/default/files/2022-11/J-10.jpg,True,,"[""Optical equipment, effective intensity and lantern sections entirely blank"", ""RACON Sr. No 6183 listed with no other RACON details""]",{},{},[],DGLL
nawabander-lighthouse,Nawabander Lighthouse,lighthouse,Jamnagar,20.74,71.08,DGLL ledger,,F 0426,4Fl (W) 12Sec. (0.75 + 1)3 +0.75+6 = 12Sec,Fl,W,4,12,"[0.75, 1.0, 0.75, 1.0, 0.75, 1.0, 0.75, 6.0]",ledger,0.75,False,,12,15.4,,12,,27,,,"Only Make 'Sealite' given; type, rotation device and R.P.M. blank",Sealite,,,,,,,,False,False,False,False,,,False,White round tower,15,White,1920,1896,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj14.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/nawabander-lighthouse,"1920 (station established 1896). Active; focal plane 27 m (89 ft); four white flashes every 12 s. 15 m (49 ft) round cylindrical masonry tower with lantern and gallery. Lighthouse painted white; lantern roof is red. Seta Ayaj has the 2021 photo at right and Google has a distant street view and a satellite view. We need accurate information on the history of this station. The Jenkins 1904 light list says the first light was a pillar on a rock off the point. This light is easily confused with the Navibandar Light in southwestern Gujarat; that light is listed near the bottom of this page. The two lighthouses are twins, increasing the chance of confusion. Located on a promontory about 12 km (7.5",IND-156,,https://www.dgll.nic.in/sites/default/files/2022-11/J-13.jpg,True,,"[""Optic details (type, intensity, rotation) not given beyond make Sealite"", ""Date of commissioning given only as year 1986""]",{},{},[1981],DGLL
diu-head-lighthouse,Diu-head Lighthouse,lighthouse,Jamnagar,20.69167,70.82833,DGLL ledger,,F 0414,Fl W 10 sec. 0.3+9.7=10 Sec.,Fl,W,1,10,"[0.3, 9.7]",ledger,0.3,False,,30,20.4,31.9,20.4,10224000,58,revolving,2,Size: 700 mm (2nd order large) revolving type; Rotation Device: stepper motor direct drive; R.P.M. 1.5,B.B.T. France,,,700 mm (2nd order large) revolving type,1.5,,,,True,True,False,False,D,,False,Hexagonal stone masonry tower.,37,Red and white bands S.E. Paint.,1969,1882,open,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/dj9.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-jamnagar/diu-head-lighthouse,"1969 (station established 1882). Active; focal plane 59 m (194 ft); white flash every 10 s. 37 m (121 ft) hexagonal masonry tower with lantern and gallery, painted with horizontal red and white bands. Sanjay Dhapa's 2024 photo is at right, Chandrapal Lodhari has a 2017 photo, Vipul Baria has a 2020 photo, Vijay Dalki has a distant view, and Google has a satellite view. Diu Head is the southernmost point of Saurashtra, making this a crucial light for shipping along the coast. Located on a promontory on the west entrance to Madhvad Bay, about 4 km (2.5 mi) west of Diu Island. The promontory is accessible from the mainland by a mile-long causeway. Site open, tower open for climbing Friday throu",IND-131,,https://www.dgll.nic.in/sites/default/files/2022-11/J-9.jpg,True,,"[""Effective beam intensity printed as '1,02,24000 Candela' (irregular digit grouping); transcribed as 10224000"", ""NAIS heading says NA but Base Station lists 'R-40 02 Nos'""]","{""racon"": 2006}","{""racon"": {""year"": 2006, ""src"": ""ledger""}}",[2018],DGLL
valsad-khadi-lighthouse,Valsad Khadi Lighthouse,lighthouse,Mumbai,20.63,72.88667,DGLL ledger,,F0480,Fl(4)W 20 sec,Fl,W,4,20,"[0.5, 2.0, 0.5, 2.0, 0.5, 2.0, 0.5, 12.0]",derived,0.5,False,,22,19.3,24.5,19.3,650000,50,revolving,,Type: ZL-LSRB-26 Revolving LED; Rotation Device: Inbuilt Direct drive brushless DC motor; R.P.M. 3 RPM,Zen Lite Buoy Co. Ltd,ZL-LSRB-26,Revolving LED,,3,4,6,(4 in service,True,True,False,False,,,False,Masonary Tower,45,Red + White Spiral Band,2018,1866,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm5.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/valsad-khadi-lighthouse,"2018 (station established 1866). Active; focal plane 32 m (105 ft); four white flashes every 20 s. 30 m (98 ft) round cylindrical concrete tower with lantern, a round observation room, and two galleries. Lighthouse painted with red and white spiral bands. Kartik Tandel has a photo of the old and new lighthouses (also seen at right), Karun Patel has a 2023 photo, and Vinit Shah has a closeup photo. Khadi is a Hindi word for ""connection,"" here meaning the inlet from the sea. Located about 2 km (1.25 mi) south of the mouth of the Auranga River, 8 km (5 mi) west of Valsad. Accessible by road. Site open, tower open late afternoons daily. Operator: DGLL. ARLHS IND-172; Admiralty F0480; NGA 28108.",IND-172,,https://www.dgll.nic.in/sites/default/files/2022-11/Valsad_Khadi_Lighthouse.png,True,,"[""Latitude printed as 20º37’80’ (seconds ≥ 60); interpreted as 20° 37.80' and longitude 72º53’20’ as 72° 53.20'"", ""No. of lens given as '6 Nos (4 in service)'""]",{},{},[],DGLL
