id,name,kind,region,lat,lon,pos_src,address,alol,char,ckind,colour,group,period,phases,phases_src,flash_s,sectored,sectors_text,lum_nm,geo_nm,iala_nm,reach_nm,intensity_cd,elev_m,optic,optic_order,optic_evidence,optic_make,optic_model,optic_type,optic_size,rpm,panels,panels_total,panels_note,led,solar,ais,dgps,racon,navtex,vts,tower_type,tower_h_m,tower_colour,tower_year,established,visit,tourism,museum,record,ledger_url,page_url,rowlett,arlhs,wikidata,photo,transcribed,no_ledger,ledger_issues,equip_years,equip_since,tenders,photo_credit
pandiyan-tivu-lighthouse-and-dgps-station,Pandiyan Tivu Lighthouse And Dgps Station,lighthouse,Chennai,8.785,78.19833,DGLL ledger,,F 0734,Flashing white every 10sec,Fl,W,1,10,"[0.5, 9.5]",derived,0.5,False,,21,19.2,21.1,19.2,177127,49.5,revolving,3,Rotation Device: 20 kg/cm Stepper motor; R.P.M. 3; pedestal on journal and thrust bearings,J.Stone & Co.,,3rd order small,375mm,3,2,,,True,True,True,True,O,,False,Circular tower,45.7,Black and White spiral Band,1979,1845,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch22.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/pandiyan-tivu-lighthouse-and-dgps-station,"1979 (station established 1845). Active; focal plane 48 m (157 ft); white flash every 10 s. Approx. 40 m (131 ft) round cylindrical tower with lantern and double gallery, painted with black and white spiral bands. Anitto Sylvester's 2022 photo is at right, a 2025 photo is available, Satheeshkannan Satheeshkannan has a 2017 photo, a distant view is available, and Google has a good satellite view. The first light at this station was shown from a flag post; this was replaced by an 11 m (36 ft) masonry obelisk and then by the 1935 lighthouse. Located on an island (tivu) protecting the harbor of Thoothukudi (Tuticorin). The island is connected to the mainland by a causeway and the lighthouse is a",IND-062,Q141320843,https://www.dgll.nic.in/sites/default/files/2022-11/dg22.jpg,True,,"[""No. of lens printed as '2 each of 180' without unit""]","{""racon"": 2004}","{""racon"": {""year"": 2004, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""network""}, ""dgps"": {""year"": 2003, ""src"": ""network""}}",[],DGLL
anjengo-lighthouse,Anjengo Lighthouse,lighthouse,Kochi,8.67333,76.80833,DGLL ledger,,F-0715,Fl (2) W 20 sec (fl 0.44+3.33+0.44+15.79 Sec),Fl,W,2,20,"[0.44, 3.33, 0.44, 15.79]",ledger,0.44,False,,20,17.7,19.3,17.7,86445,39.6,revolving,,Type: Revolving Beacon; Rotation Device: Stepper motor (40 Kg cm); R.P.M. 3,"M/s Tideland Signal Corporation, Texas",TRB-220 Max Lumina with modified 40 Kg Cm stepper motor,Revolving Beacon,220mm,3,2,6,2Nos fixed and others blocked,False,True,False,False,,,False,Circular RCC tower,38,Black and White Band,1987,1987,closed,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2016.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/anjengo-lighthouse,"1987. Active; focal plane 38 m (125 ft); two white flashes every 20 s. 36 m (118 ft) round concrete tower, painted with black and white horizontal bands. Nithin Murali's 2021 photo is at right, Akshay Raj P. has a 2023 photo, Wikimedia has a photo, a 2009 distant view is available, and Google has a street view and a satellite view. Anjengo was the site of a British East India Company fort dating to 1695. Located just outside the walls of the fort in Anchuthengu (formerly Anjengo) and about 40 km (25 mi) northwest of Thiruvananthapuram. Site open, tower open in late afternoon daily. . ARLHS IND-073; Admiralty F0715; NGA 27502.",IND-073,,https://www.dgll.nic.in/sites/default/files/2022-11/ANJENGO%20LIGHTHOUSE.jpg,True,,"[""No. of lens given as '06Nos (2Nos fixed and others blocked)'"", ""Divergence printed as '2.40º'; unclear whether 2.40 decimal degrees or 2°40'"", ""RACON Sr. No 6295 listed but all RACON details NA""]",{},{},[1416],DGLL
vizhinjam-lighthouse,VIZHINJAM LIGHTHOUSE,lighthouse,Kochi,8.38289,76.97965,OpenStreetMap node/309907456,,F-0718,Fl(White)- 15 seconds (FL- 0.55 + ec-14.5 sec),Fl,W,1,15,"[0.55, 14.5]",ledger,0.55,False,,31,20.3,30.8,20.3,6838000,57,revolving,3,Optic: Revolving Beacon; Rotation Device: Dual Stepper motor; R.P.M. 4/3 RPM,BBT,,Revolving Beacon,500mm / 3rd Order Large,1.333,3,,,True,True,True,False,O,,False,Circular Masonry Tower,36,Red and White Band,1972,1972,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2017.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/vizhinjam-lighthouse,"1972. Active; focal plane 57 m (187 ft); white flash every 15 s. 36 m (118 ft) round stone tower with lantern and gallery, painted with red and white horizontal bands; lantern dome painted red. Justin Prasad's 2022 photo is above right, Trabas has a 2018 photo, Seema Krishnakumar has a photo, Deep Goswami has a closeup, a 2009 photo and a street view from a nearby beach are available, and Google has a satellite view and a closeup street view. Foundations of a 9th century fort were discovered near the lighthouse in late 2005. Lighthouse Beach, stretching to the north toward Kovalam, is a popular tourist attraction, and as a result this lighthouse is one of the most visited lighthouses of sout",IND-121,Q18395643,http://commons.wikimedia.org/wiki/Special:FilePath/Vizhinjam%20Light%20House.jpg,True,,"[""Printed longitude 93° 58.9' E is inconsistent with Vizhinjam, Kerala (about 77° E); transcribed as printed"", ""Sequence FL 0.55 + ec 14.5 sums to 15.05 s, not the stated 15 s"", ""RACON make given as Tideland Sea Beacon-2 but model as WM-RB-II"", ""Effective beam intensity 68,38,000 cd is unusually high""]","{""racon"": 2007}","{""racon"": {""year"": 2007, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""network""}}","[1557, 1434]",DGLL
manapad-point-lighthouse,Manapad Point Lighthouse,lighthouse,Chennai,8.37167,78.065,"DGLL ledger, seconds column read as decimal minutes (matches OpenStreetMap way/1556633698)",,F 0730,Group Flash 2(White) every 10Sec's (F1: 0.187+sec.2.376+F1:0.187+sec.7.250),Fl,W,2,10,"[0.187, 2.376, 0.187, 7.25]",ledger,0.187,False,,26,18.6,22.8,18.6,336294,45,revolving,3,Type: Revolving Optic; Rotation Device: Stepper Motor with Drive controller; R.P.M. 6 RPM,Chance Bros,,Revolving Optic,500mm,6,2,,,True,True,True,False,G,,False,Masonary Tower,18,Red & White Spiral Bands (diagonal strips),1888,1888,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch23.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/manapad-point-lighthouse,"1888. Active; focal plane 45 m (148 ft); two white flashes every 10 s. Approx. 18 m (59 ft) round masonry tower painted with red and white spiral bands; lantern dome painted red. Keeper's house and several other light station buildings. Joseph Cascarino's 2022 photo is at right, Leo Fernando has a nice 2008 photo, and Google has a satellite view of the station. This well-known lighthouse adjacent to a Catholic church founded in 1581 by Portuguese missionaries. Located on Manapad Point, a prominent cape about 20 km (12.5 mi) south of Tiruchchendur. Site open, tower status unknown. . ARLHS IND-044; Admiralty F0730; NGA 27200.",IND-044,Q141341669,https://www.dgll.nic.in/sites/default/files/2022-11/dg23.png,True,,"[""Range lists 'Luminous : 26 NM' and 'Luminous : 18 NM'; the second label is probably meant to be geographical but is printed as luminous"", ""Latitude printed as 8°22'.3\"" (mixed notation); converted as 8°22.3'""]","{""racon"": 2016}","{""racon"": {""year"": 2016, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""network""}}","[2306, 1883, 1815, 1810, 1789]",DGLL
minicoy-north-lighthouse,Minicoy North Lighthouse,lighthouse,Kochi,8.29567,73.06583,DGLL ledger,"The Assistant Engineer(El), Minicoy south Lighthouse Minicoy, UT of Lakshadweep-682559",F 0758.1,Flash (2) white every 10 seconds.,Fl,W,2,10,"[0.7, 1.0, 0.7, 7.6]",derived,,False,,10,14,,10,,23,flasher,,Make: MBL-160 Marine Flasher; Type: LED,MBL-160 Marine Flasher,MBL-160,LED,,,,,,True,True,False,False,G,,False,17m BMT Square + 5m trestle tower,22,Black and white Band,2008,2008,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2033.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/minicoy-north-lighthouse,"2008. Active; focal plane 22 m (72 ft); two white flashes every 10 s. 22 m (72 ft) square masonry or concrete tower, painted with black and white horizontal bands. Google has a satellite view. This lighthouse was built in connection with construction of a new jetty and improved landing facilities on the northeast side of the island. Located close to the new jetty. Site open, tower closed. Admiralty F0758.1; NGA 27470.",,,https://www.dgll.nic.in/sites/default/files/2022-11/MINICOY%20NORTH%20LIGHTHOUSE_0.jpg,True,,"[""Elevation printed as '1m above sea level + 22m' (taken as 23 m)"", ""Vertical divergence given only as '<30°'"", ""Postal address names 'Minicoy south Lighthouse'""]",{},"{""racon"": {""year"": 2004, ""src"": ""network""}}","[2574, 870]",DGLL
minicoy-south-lighthouse-dgps-station,Minicoy South Lighthouse & Dgps Station,lighthouse,Kochi,8.26667,73.02667,DGLL ledger,,F 0758,Fl (1) W 15 sec (0.66 + 14.34),Fl,W,1,15,"[0.66, 14.34]",ledger,0.66,False,,27.3,18.95,35.1,18.95,33215773,89,revolving,1,Size: 920mm (1ST Order) Revolving; Rotation Device: Stepper motor; R.P.M. 4/3 RPM,"B.B.T, Paris",,Revolving,920mm (1ST Order) Revolving,1.333,3,,,False,True,True,True,G,,False,Tapering circular brick masonry Tower,48,Red and White Band,1885,1885,open,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2032.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/minicoy-south-lighthouse-dgps-station,"1885. Active; focal plane 47 m (154 ft); white flash every 15 s. 48 m (157 ft) round brick tower with lantern and gallery. Lighthouse painted white; lantern roof is red. The lighthouse is staffed. A 2020 photo appears above, Shijo Jose has a 2017 photo, Vijay Kumar has a photo, another photo shows visitors on the gallery, Lighthouse Digest has a February 2001 feature on the lighthouse by I.C.R. Prasad, Forand has a historic postcard view, and Google has a satellite view. The island has great strategic importance because the sea route from Suez to Singapore passes through the Eight Degree Channel just south of Minicoy. To protect this lifeline of the Empire the British shipped bricks from Eng",LAK-009,Q22696416,https://www.dgll.nic.in/sites/default/files/2022-11/MINICOY%20SOUTH%20LIGHTHOUSE%20%26%20DGPS%20STATION.jpg,True,,"[""Effective beam intensity printed as '3,32,15,773 cds' (33.2 million cd)"", ""Tower height '48m (up to lantern top)' highlighted in red/underlined on the page"", ""RACON Sr. No 6295 is the same serial printed in other ledgers (e.g. Anjengo)""]","{""racon"": 2010, ""ais"": 2018}","{""racon"": {""year"": 2010, ""src"": ""ledger""}, ""ais"": {""year"": 2018, ""src"": ""ledger""}, ""dgps"": {""year"": 2003, ""src"": ""network""}}","[2577, 1831, 1761, 1358, 700]",DGLL
kuthenkuli-lighthouse,Kuthenkuli Lighthouse,lighthouse,Chennai,8.22317,77.783,DGLL ledger,,F 0728,Fl (3) W 20 sec (fl 1.5) (1.5+2+1.5+2+1.5+11.5=20Sec),Fl,W,3,20,"[1.5, 2.0, 1.5, 2.0, 1.5, 11.5]",ledger,1.5,False,,20,19.5,20.2,19.5,124937,51,revolving,6,Rotation Device: 20KG Stepper motor with Drive Controller; R.P.M. 1.5,Aga,,,150mm,1.5,6,,,True,True,False,False,,,False,RCC Circular Structure,45,Red and Yellow Chequered Band,,2020,,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch24.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/kuthenkuli-lighthouse,,,,https://www.dgll.nic.in/sites/default/files/2022-11/dg24.jpg,True,,[],{},{},"[1889, 1749, 1737, 1735, 1714, 1399]",DGLL
muttom-point-lighthouse-and-navtex-station,Muttom Point Lighthouse And Navtex Station,lighthouse,Chennai,8.12333,77.31833,DGLL ledger,,F 0724,Single Fl (W) every 5 seconds,Fl,W,1,5,"[0.45, 4.55]",derived,,False,,28,18.2,22.9,18.2,350944,42.97,revolving,2,Rotation Device: Inbuilt stepper motor with drive; R.P.M. 3 RPM; Pedestal: Mercury Float,M/s Chance Brothers,,,700 mm,3,4,,,True,True,False,False,M,"{""id_518"": ""L"", ""id_490"": ""T""}",False,Hexagonal Masonry,21.5,Black & White bands,1883,1875,open,True,True,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch26.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/muttom-point-lighthouse-and-navtex-station,"1883 (British; station established 1875). Active; focal plane 43 m (141 ft); white flash every 5 s. 22 m (72 ft) round masonry tower with lantern and gallery, painted with black and white horizontal bands; lantern dome painted red. A rotating 2nd order Fresnel lens is in use. Mohanraj Kolathapilly has a good closeup, Wikimedia has a 2007 photo, Raja Gopal Sunkara has a 2018 photo, Chris Jehin has an aerial view, and Google has a satellite view. A surviving British lighthouse, Muttom Light can be seen from a popular beach. Early mast and post lights here were followed by a 22 m (72 ft) granite tower in 1875. In 2013 this was also one of the 15 lighthouses identified for tourist development by",IND-103,Q141431205,https://www.dgll.nic.in/sites/default/files/2022-11/dg26.jpg,True,,"[""Duration of Flash given as '5 second' (equal to the period)"", ""Engine 1 and Engine 2 headed '(NIL)' but Eicher 20KVA engine details listed"", ""NAVTEX: Danphone 1KW Futronic transmitter, 518/490 kHz, Transmitter ID 'L', installed March 2015""]","{""ais"": 2015}","{""navtex"": {""year"": 2015, ""src"": ""network""}, ""racon"": {""year"": 2004, ""src"": ""network""}}","[2309, 1719, 1671, 1670, 1660, 1616, 1595]",DGLL
kanyakumari-lighthouse,Kanyakumari Lighthouse,lighthouse,Chennai,8.08,77.54667,"DGLL ledger, seconds column read as decimal minutes (matches OpenStreetMap way/1558262992)","The Navigational Assistant Gr-I Kanyakumari Lighthouse, Kayakumari post, Kanyakumari Dist Pin 629702",F 0726,GROUP OF (2) W 20 sec (.66+3.38+.66+15.3=20 Se),Fl,W,2,20,"[0.66, 3.38, 0.66, 15.3]",ledger,0.66,False,,18,21,19.9,18,110908,34,revolving,3,Rotation Device: stepper motor with drive; R.P.M. 1.5 r.p.m,M/s BBT Ltd Paris,,,375 mm,1.5,4,,,False,True,True,False,C,,False,Square stone massonary Tower,30.5,Red and White,1971,1971,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch25.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/kanyakumari-lighthouse,"1971. Active; focal plane 63 m (207 ft); two white flashes every 20 s. 30 m (98 ft) square masonry tower with gallery and a small lantern, painted with red and white horizontal bands. A 2022 photo is at right, Vincent Kiran has a 2021 closeup, Krishna Kumar also has a closeup, V.C. Charuvalath has a good 2016 photo, Chandrachoodan Gopalakrishnan has a view from the sea, and Google has a satellite view and a closeup street view. In 2013 this was one of the 15 lighthouses identified for tourist development by DGLL. Kanyakumari (also spelled Kanniyakumari) is the southernmost tip of India at 8°05' N latitude. The British renamed it Cape Comorin, a name found on most foreign maps but rarely used",IND-080,Q24641208,https://www.dgll.nic.in/sites/default/files/2022-11/dg25.jpg,True,,"[""Position printed with seconds marks (8° 04'8\"", 77° 32'8\""); converted as degrees-minutes-seconds, may be intended as 04.8' / 32.8'"", ""Engines 1 and 2 are marked '(NIL)' yet make/rating details are listed"", ""Solar plant heading says '2KW off grid' but capacity row says 3 KW (24 V/250 W)"", ""NAIS MMSI not given""]","{""racon"": 2008}","{""racon"": {""year"": 2008, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""network""}}","[2243, 1719]",DGLL
sagar-island-lighthouse,Sagar Island Lighthouse,lighthouse,Kolkata,21.65667,88.04833,DGLL ledger,"Sagar Island Lighthouse& DGPS Station, P O— Beguakhali, Via Rudranagar, Sagar, Dist. South 24 Parganas,West Bengal— 743 373.",F 1028,FL (W) in every 3 Sec,Fl,W,1,3,"[0.3, 2.7]",derived,0.3,False,,25,17,20.4,17,132500,26,revolving,,RPM 7; mercury float pedestal,"Chance Brothers, Birmingham, England",,,4th order (focal length 250mm),7,8,,,False,True,True,True,,,False,Circular Cast Iron Tower,24,Red and White Band,1909,1821,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-11/kolkata%201.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kolkata/sagar-island-lighthouse,"1909 (British; station established 1821). Active; focal plane 26 m (85 ft); white flash every 3 s. 23 m (79 ft) round cast iron tower, painted with horizontal red and white bands. The base of the lighthouse is surrounded by a square pyramidal observation platform of recent construction. A 2019 photo by Sandip Kumar Jana is at right, Nishant Kumar has a 2021 photo, Dipak Das has a 2017 photo, Santanu Sen has a 2023 photo, Partho Sarothi Mitra has a 2021 drone view, Huelse has a historic postcard view, and Google has a satellite view. The second lighthouse (1852) was also a cast iron tower. Ownership was transferred to DGLL from the Kolkata Port Trust in 2011. The present lighthouse has a very",IND-060,,,True,,"[""8 panels at 7 RPM gives a flash about every 1.07 s, not every 3 s as stated"", ""Divergence printed as '4.35 (Horiz.) & 2.10 (Vert.)' without degree sign or unit"", ""Elevation: ground 2 m, 'Elevation of tower' 26 m (used as light elevation)"", ""No commissioning date given (taken over from Kolkata Port Trust in 2011)""]","{""ais"": 2012, ""dgps"": 2017}","{""ais"": {""year"": 2012, ""src"": ""ledger""}, ""dgps"": {""year"": 2017, ""src"": ""ledger""}}","[2537, 2536]",
east-island-lighthouse-and-dgps-station,EAST ISLAND LIGHTHOUSE AND DGPS STATION,lighthouse,Port Blair,13.62983,93.049,DGLL ledger,,F 1201,Fl (1) W 15 sec (fl 0.8),Fl,W,1,15,"[0.8, 14.2]",derived,0.8,False,,24,24.2,26.7,24,1500000,89,revolving,,Pedestal: Mercury float; Rotation Device: Stepper motor; R.P.M. 1.333,BBT,,,920mm,1.333,3,,,True,True,True,True,D,,False,C.I. Circular tower on RCC Base,37,Red and White Band,1969,1969,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/M%20B1.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-portblair/east-island-lighthouse-and-dgps-station,"1969. Active; focal plane 89 m (292 ft); white flash every 15 s. 37 m (121 ft) cast iron tower with lantern and gallery painted with red and white horizontal bands. This is a staffed station with several buildings. A 2018 drone view is at right, Soma Shekar has a 2017 photo and a view from the sea, Suhit Das has a 2024 closeup, and Google has a satellite view. This lighthouse marks the northern end of the Andaman Islands. It appears to be another cast iron tower similar to the Indira Point and North Point Lights, built three years later. Located at the highest point of the island. Site status unknown. ARLHS AND-001; Admiralty F1201; NGA 26552.",AND-001,,https://www.dgll.nic.in/sites/default/files/2022-11/1.jpg,True,,"[""Characteristic says fl 0.8 but Duration of Flash field says 0.16 Sec""]","{""racon"": 2011}","{""racon"": {""year"": 2011, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""network""}, ""dgps"": {""year"": 2003, ""src"": ""network""}}",[1801],DGLL
narcondum-lighthouse,NARCONDUM LIGHTHOUSE,lighthouse,Port Blair,13.45667,94.255,DGLL ledger,N/A,F 1201.1,"F (3)W 20 Sec (fl 0.8, ec 1.2) x 2, fl 0.8, ec15.2",Fl,W,3,20,"[0.8, 1.2, 0.8, 1.2, 0.8, 15.2]",ledger,0.8,False,,8,20.8,10.1,8,1500,61,flasher,,Type: LED Flasher; Rotation Device: WhiteFlashing Light; R.P.M. NA,Sealite,SL155-5D,LED Flasher,171mm,,,,,True,True,False,False,,,False,GI Trestle Tower,14,Painted White,1983,1983,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mb2.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-portblair/narcondum-lighthouse,"1983. Active; focal plane 61 m (200 ft); three white flashes every 20 s. 14 m (46 ft) square steel skeletal tower with gallery and an enclosed equipment shelter in the base. Lighthouse painted white. Trees hide the tower in Google's satellite view. Narcondam Island is an isolated volcanic peak rising abruptly from the Andaman Sea; it is uninhabited except for an Indian police contingent posted there to maintain sovereignty. Myanmar (Burma) gave up its claim to the island in a 1986 treaty. The island is a wildlife sanctuary recognized as a UNESCO World Heritage Site. Located about 120 km (75 mi) east of East Island, Narcondam is the easternmost point of Indian territory. The lighthouse is loc",,,https://www.dgll.nic.in/sites/default/files/2022-11/2.png,True,,"[""Characteristic printed as 'F (3)W' although the sequence describes three flashes (group flashing)""]",{},{},[1988],DGLL
port-cornwallis,Port Cornwallis,lighthouse,Port Blair,13.29833,93.07667,DGLL ledger,N/A,F 1202,"Fl (2) W 20 Sec (fl 1.0, ec 3.0, fl 1, ec 15)",Fl,W,2,20,"[1.0, 3.0, 1.0, 15.0]",ledger,1.0,False,,10,17.8,10.1,10,1500,40,flasher,,Type: LED Flasher; Rotation Device: White Flashing Light; R.P.M. NA,Sealite,SL155-5D,LED Flasher,171mm,,,,,True,True,False,False,,,False,Square Masonery,10,Painted White,1973,1973,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mb3.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-portblair/port-cornwallis,"1973. Active; focal plane 41 m (135 ft); two white flashes every 20 s. 10 m (33 ft) square cylindrical masonry tower with gallery attached to a 1-story masonry keeper's house. Entire lighthouse painted white. Google has a satellite view. Port Cornwallis is named for an early and unsuccessful British settlement (1789). Located at the southern tip of Bopung or Ross Island, off the northeast coast of Great Andaman Island. Accessible only by boat. Site open, tower closed. ARLHS AND-017; Admiralty F1202; NGA 26556.",AND-017,,https://www.dgll.nic.in/sites/default/files/2022-11/3.png,True,,[],{},{},[],DGLL
aves-lighthouse,AVES LIGHTHOUSE,lighthouse,Port Blair,12.91427,92.93511,Lighthouse Directory map link (ledger 93°E -> 92°E slip),N/A,F 1202.45,"Fl (2) W 7 Sec (fl 1.0, ec 1.0, fl 1.0, ec 4.0)",Fl,W,2,7,"[1.0, 1.0, 1.0, 4.0]",ledger,1.0,False,,11,16.9,10.1,11,1500,35,flasher,,Type: LED Flasher; Rotation Device: White Flashing Light; R.P.M. NA,Sealite,SL155-5D,LED Flasher,171mm,,,,,True,True,False,False,,,False,Composite Masonry Tower,15,Red and White bands,2008,2008,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mb5.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-portblair/aves-lighthouse,"2008. Active; focal plane 35 m (115 ft); two white flashes every 7 s. Approx. 15 m (49 ft) square cylindrical masonry tower, painted with red and white horizontal bands. DGLL's photo is at right, Google has a satellite view. Located at the highest point of a small island on the south side of the entrance to Mayabunder. Accessible only by boat. Site status unknown. Admiralty F1202.45; NGA 26544.",,,https://www.dgll.nic.in/sites/default/files/2022-11/5.png,True,,[],{},{},[],DGLL
interview-lighthouse,INTERVIEW LIGHTHOUSE,lighthouse,Port Blair,12.885,92.67,DGLL ledger,N/A,F 1202.3,"Fl (2) W 20 Sec (fl 1.0,ec 3.0, fl 1, ec 15)",Fl,W,2,20,"[1.0, 3.0, 1.0, 15.0]",ledger,1.0,False,,10,19.6,10.1,10,1500,52,flasher,,Type: LED Flasher; Rotation Device 'White Flashing Light'; R.P.M. NA,Sealite,SL155-5D,LED Flasher,171mm,,,,,True,True,False,False,,,False,GI Trestle Tower,12,Painted Black and White bands,2005,1994,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mb4.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-portblair/interview-lighthouse,"2005 (station established 1994). Active (?); focal plane 52 m (171 ft); two white flashes every 20 s. 12 m (39 ft) square skeletal tower painted with black and white horizontal bands. The original lighthouse was a 12 m (39 ft) square masonry tower also painted with black and white horizontal bands. Interview Island lies off the northwestern tip of Middle Andaman Island. The original lighthouse was on the southern tip of the island; it was reported ""completely destroyed"" by the tsunami. The Admiralty lists a new location on the west coast of the island. Although no tower is seen at that location in Google's satellite view, another satellite view may show the lighthouse about 400 m (1/4 mi) to",AND-008,,,True,,"[""Date of commissioning given as '28.04.2005 Re-commissioned after Tsunami'; original establishment year not stated"", ""NAIS section has no model/MMSI but lists a Prodelin 2.4 m VSAT antenna""]",{},{},[1988],
north-button-lighthouse,NORTH BUTTON LIGHTHOUSE,lighthouse,Port Blair,12.317,93.06967,DGLL ledger,N/A,F 1202.6,Fl (1) W 10 Sec fl 0.8,Fl,W,1,10,"[0.8, 9.2]",derived,0.8,False,,8,20.3,10.1,8,1500,57,flasher,,Type: LED Flasher; Rotation Device: White Flashing Light; R.P.M. NA,Sealite,SL155-5D,LED Flasher,171mm,,,,,True,True,False,False,,,False,GI Trestle Tower,14,Black and White bands,1983,1983,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mb6.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-portblair/north-button-lighthouse,"1983. Active; focal plane 57 m (187 ft); white flash every 10 s. 14 m (46 ft) square skeletal tower with gallery and an enclosed equipment shelter in the base, painted with red and white horizontal bands. Google has an indistinct satellite view. The three Button Islands lie in the northern entrance to the Diligent Strait. Located on the highest point of the island. Accessible only by boat. Site status unknown. Admiralty F1202.6. NGA 26532.",,,https://www.dgll.nic.in/sites/default/files/2022-11/6.png,True,,[],{},{},[1988],DGLL
middle-button-lighthouse,Middle Button Lighthouse,lighthouse,Port Blair,12.27667,93.03017,DGLL ledger,N/A,F 1202.62,"Fl (2) W 20 Sec (fl 1.0,ec 3.0, fl 1, ec 15)",Fl,W,2,20,"[1.0, 3.0, 1.0, 15.0]",ledger,1.0,False,,8,17.3,10.1,8,1500,37,flasher,,Type: LED Flasher; Rotation Device: White Flashing Light; R.P.M. NA,Sealite,SL155-5D,LED Flasher,171mm,,,,,True,True,False,False,,,False,GI Trestle Tower,14,Black and White bands,1983,1983,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mb7.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-portblair/middle-button-lighthouse,"1983. Active; focal plane 37 m (121 ft); two white flashes every 20 s. 12 m (39 ft) square skeletal tower with gallery and an enclosed equipment shelter in the base, painted with red and white horizontal bands. The DGLL photo is at right and Google has an indistinct satellite view. The island is protected as a national park. Located on the highest point of the island. Accessible only by boat. Site status unknown. Admiralty F1202.62. NGA 26528.",,,https://www.dgll.nic.in/sites/default/files/2022-11/7.png,True,,[],{},{},[1988],DGLL
south-button-lighthouse,South Button Lighthouse,lighthouse,Port Blair,12.223,93.02167,DGLL ledger,N/A,F 1202.64,Fl (1) W 15 Sec fl 1.0,Fl,W,1,15,"[1.0, 14.0]",derived,1.0,False,,8,15.0,10.1,8,1500,25,flasher,,Type: LED Flasher; Rotation Device: 'White Flashing Light'; R.P.M.: NA,Sealite,SL155-5D,LED Flasher,171mm,,,,,True,True,False,False,,,False,GI Trestle Tower,14,Red and White bands,1983,1983,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mb8.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-portblair/south-button-lighthouse,"1983. Active; focal plane 25 m (82 ft); white flash every 15 s. 14 m (46 ft) square skeletal tower with gallery and a partially enclosed equipment shelter in the base, painted with red and white horizontal bands. A view from the sea is available, Mervyn Dcosta's 2022 video also provides a view from the sea, and Google has an indistinct satellite view. Located on the southernmost of the three Button Islands. Accessible only by boat. Site status unknown. Admiralty F1202.64 NGA 26524.",,,https://www.dgll.nic.in/sites/default/files/2022-11/8.png,True,,"[""Rotation Device field filled with 'White Flashing Light'"", ""NAIS base station fields empty though VSAT Antenna 'Prodelin 2.4 meter' is listed""]",{},{},"[1989, 1784]",DGLL
